epoch,train_err,valid_err,test_err
0,0.03752045668595633,0.029565878310839993,0.025220589260711815
1,0.02639432217712707,0.026044275030947417,0.021911849100003718
2,0.02353764210046878,0.023391642338052875,0.019770210191395732
3,0.021870914925659166,0.020965073063684152,0.01743842693763784
4,0.021095440875200114,0.020790265099137322,0.017832216911426103
5,0.018969924511508564,0.01885252649531316,0.01625425725151415
6,0.01914907830156353,0.021509798322867445,0.017653654541642562
7,0.016970148219246122,0.01569430299917365,0.013735750165710436
8,0.01661916184817604,0.016198515533448633,0.014797039010327723
9,0.01705504550551515,0.016224970669402518,0.014977157123796665
10,0.016795835392780886,0.01432459061813068,0.012720233671689755
11,0.014886429316675118,0.01414592598170993,0.012491236615453427
12,0.013691729906386242,0.012190786000149596,0.010763242659367393
13,0.014337454529964109,0.012255065903667376,0.011526354780081864
14,0.012909304611472383,0.01276474662960532,0.011260743104784724
15,0.013437124233536766,0.011354440942002443,0.010586209155621275
16,0.01247932157136618,0.01038867513613483,0.010597807122966207
17,0.011634736117240696,0.011465827808489029,0.010696887927560144
18,0.010889226977682614,0.010086206151666124,0.010042343950897613
19,0.01107210541607737,0.01052210634234832,0.010655075378218701
20,0.010187528932305592,0.01570523750317886,0.013996153341260446
21,0.00996852487022847,0.010009452924425002,0.009664254247433652
22,0.009547934370216006,0.010119282476891932,0.00943757385387013
23,0.010225348151458643,0.010919825516529584,0.010484798913672141
24,0.010001067533152925,0.009618923437351509,0.009577154365628624
25,0.009385410996698682,0.00956899663123236,0.009390061300564011
26,0.009270129085209486,0.009835830660014592,0.009773105800630021
27,0.009220745459611943,0.009512743783396048,0.009294168133810605
28,0.009007093493288508,0.008934741945659675,0.00862387375437773
29,0.008605594839691122,0.00994073793030166,0.010242604453270222
30,0.00842946064741404,0.00932460385969916,0.00918313016487898
31,0.008443206056828263,0.008619791491642504,0.008905195866720787
32,0.008084648889721626,0.009182155615729676,0.00932304803933058
33,0.008229981711398097,0.009279992498981546,0.009310859895392543
34,0.008634336791234985,0.009299715039028811,0.008639747121914917
35,0.007919586354288853,0.009201675193158737,0.00867084955032188
36,0.007998050282279342,0.008798443369967608,0.00890205083706013
37,0.007746902897021981,0.008680802066176824,0.00826762573475518
38,0.007569792547933598,0.00874094399906791,0.008422716177012407
39,0.00756346417969455,0.008207580892492298,0.008235430386539329
40,0.007638564475992113,0.008866281417904959,0.008611855052217577
41,0.007727661403093666,0.009132326847770577,0.00841487804932895
42,0.007325780475965206,0.008098098093082588,0.007988234006385
43,0.007105461882881946,0.008360689693928959,0.007936319157382517
