epoch,train_err,valid_err,test_err
0,0.04581499218526418,0.028332535628320152,0.027068444110774293
1,0.031846956220412975,0.024595022407062767,0.023611527593145627
2,0.028563689727142298,0.021791971498698028,0.021225885850003744
3,0.026585387441403912,0.026982250921633373,0.027034576183942022
4,0.02465345669043695,0.01834197834549237,0.01822828332958121
5,0.02294568578397271,0.016392528381414428,0.01642559572116374
6,0.021224413729006616,0.015068505286305857,0.015208609025924776
7,0.021986620087189622,0.018592031822493835,0.018424943399526345
8,0.019578816996476685,0.015653225408027983,0.015885976592278066
9,0.018290036944930067,0.013108637897651057,0.01362479301344819
10,0.017322274325814017,0.013610835647763548,0.013432536551445426
11,0.017216277786397477,0.012929462849702332,0.013342656780962362
12,0.015640027654862235,0.011078774275907354,0.011606223615429258
13,0.016880049019410835,0.016599270788997294,0.015282293350593645
14,0.014583099720176962,0.011205792384374873,0.011554354794707448
15,0.013187917880619201,0.010146455725422833,0.01094155601831243
16,0.012950272916431598,0.010152142685997583,0.010941464514792556
17,0.014628335591307872,0.030609361742141603,0.02909177076231373
18,0.013591991866400987,0.011556855133862919,0.012925339931066326
19,0.011432180693055856,0.010077145982931288,0.011254687024600573
20,0.011012891851042471,0.009295026441315985,0.01009809071279996
21,0.010195929544472912,0.008579513240381816,0.009170924725775803
22,0.01044901434978856,0.009381257305317208,0.010522042354883033
23,0.010762713894585505,0.01026753862224785,0.010583298451171282
24,0.017924661526821737,0.012297051165701144,0.011311537945199021
25,0.01705019853093458,0.01051853702200234,0.010370799288821071
26,0.011254957733063712,0.014569895655197694,0.015867550944723113
27,0.0145100987929518,0.010155889077820047,0.010480650739852975
28,0.012777909621839603,0.018666221803456604,0.02068046843436657
29,0.014525558447000765,0.012726338232828318,0.010946963822766966
30,0.00993526305562192,0.008933335303947349,0.00973915993026617
31,0.009285391009077961,0.008727016910248735,0.009591821199174868
32,0.009323289592781371,0.008640657567036506,0.00875523405143162
33,0.008378583338634959,0.007795363226421629,0.00817134265593255
34,0.008105682183613792,0.008136790799062682,0.007650192899250798
35,0.0079673004890061,0.008010016221006768,0.008430159874986068
36,0.007753860981273755,0.00800017825866672,0.007671577439838198
37,0.007912049657352664,0.008389574460420754,0.007992952323153408
38,0.008118242628382996,0.009757682176825452,0.00939529318133613
39,0.007657181019990716,0.007615858039136383,0.00755158232330613
40,0.007176064980130843,0.007388603315824273,0.0073206239255808265
41,0.006850373211002732,0.007094848021447269,0.007048683061680767
42,0.006763458948142455,0.007526890012526143,0.007267330195258719
43,0.006705063228203999,0.0070802097579412936,0.0068676793361495455
44,0.0065929814513810275,0.007243202800098857,0.00734985934347632
45,0.006471367847264503,0.006959489410969115,0.0067493268853665005
46,0.006329069614582423,0.006958131703326954,0.006796099038113981
47,0.00627671894539678,0.006877712334940511,0.006925397703939995
48,0.005920429251999868,0.006499733148771793,0.006519531631604712
49,0.005817464644975583,0.006485046832025233,0.006490869155899747
50,0.005784138714421722,0.006488751256045075,0.006367273458308957
